event_id,user_id,start_time,planners,location,price,rating,services,Prop-writer,recommended,vote_count,popularity
1820269907,1768539776,2012-10-23T00:00:00.001Z,Clifford Pvt Ltd,pokhara,high,3.5,Private Parties,Lois,1,1398,37.668301
1929622843,4235478695,2012-11-08T00:00:00.001Z,Donald Pvt Ltd,nepalgung,low,4.2,Corporate Events,Clifford,0,4524,94.370564
2312158323,3324266513,2012-10-05T00:00:00.001Z,Michael Pvt Ltd,sira,medium,4.1,Weddings,Donald,1,1303,42.990906
1091130052,3686526729,2012-10-04T00:00:00.001Z,Richard Pvt Ltd,bardibas,high,3.5,Weddings,Michael,0,2337,61.22601
1888241344,4120508790,2012-10-31T00:00:00.001Z,Ralph Pvt Ltd,mugu,medium,4,Private Parties,Richard,1,7562,100.025899
3436633625,3214543653,2012-09-27T02:00:00.003Z,Donna Pvt Ltd,jumla,low,4.5,Corporate Events,Ralph,0,7241,198.372395
1511862915,813883609,2012-11-04T00:00:00.001Z,Danny Pvt Ltd,humla,high,4,Weddings,Donna,1,2114,64.928382
3980763324,375876914,2012-10-31T00:00:00.001Z,Emily Pvt Ltd,mustang,low,3.5,Weddings,Danny,1,8662,418.708552
2259674237,1065410499,2012-09-30T00:00:00.001Z,Albert Pvt Ltd,pokhara,medium,3.5,Private Parties,Emily,1,7604,93.004993
104397174,1900245709,2012-11-09T00:00:00.001Z,Melvin Pvt Ltd,nepalgung,high,3,Corporate Events,Albert,1,4321,35.149586
2352676247,2939696577,2012-11-04T00:00:00.001Z,Nicholas Pvt Ltd,sira,medium,4.5,Weddings,Melvin,0,8806,77.68208
163395593,934253914,2012-10-31T00:00:00.001Z,Teresa Pvt Ltd,bardibas,low,3.4,Awards events,Nicholas,0,4645,78.530105
268215542,1733069841,2012-10-29T00:00:00.001Z,Timothy Pvt Ltd,mugu,high,3.5,Awards events,Teresa,0,3525,3.857526
4202927804,1905079423,2012-10-20T00:00:00.001Z,Cynthia Pvt Ltd,jumla,low,4.2,Awards events,Timothy,1,3528,89.186492
40348900,2746451489,2012-10-29T00:00:00.001Z,Timothy Pvt Ltd,humla,medium,4.1,Weddings,Cynthia,1,3138,21.939663
940258698,2305902318,2012-10-04T00:00:00.001Z,Cynthia Pvt Ltd,mustang,high,3,Private Parties,Timothy,1,3095,116.840296
3154390339,1055441237,2012-10-01T00:00:00.001Z,Julie Pvt Ltd,pokhara,medium,3.5,Corporate Events,Cynthia,1,3530,46.985445
3685386977,3344985936,2012-08-31T00:00:00.001Z,Arthur Pvt Ltd,kalikot,low,4,Weddings,Julie,0,4179,89.270217
31247346,641912619,2012-11-18T06:00:00.003Z,Richard Pvt Ltd,sunsari,high,4.5,Weddings,Arthur,1,2841,73.79505
2587616435,3053278014,2012-11-13T11:00:00.002Z,Larry Pvt Ltd,Kampot,low,4,Private Parties,Richard,1,2033,49.98659
4219761316,1434745018,2012-10-30T00:00:00.001Z,Joseph Pvt Ltd,kathmandu,medium,3.5,Corporate Events,Larry,1,2487,51.872839
297856962,3026659950,2012-10-21T00:00:00.001Z,Edward Pvt Ltd,chitwan,high,3.5,Weddings,Joseph,1,4597,59.995418
3191079645,1018564374,2012-11-19T04:00:00.003Z,Jeffrey Pvt Ltd,birgung,medium,4,Weddings,Edward,1,2463,71.862892
4057770067,1388567623,2012-10-02T00:00:00.001Z,Rudolph Pvt Ltd,chitwan,low,4.5,Private Parties,Jeffrey,1,4176,102.322217
4004496621,3076890398,2012-10-21T00:00:00.001Z,Paul Pvt Ltd,parsa,high,3.4,Corporate Events,Rudolph,1,5560,81.834855
739705932,4235478695,2012-10-31T00:00:00.001Z,Robert Pvt Ltd,balglung,low,3.5,Weddings,Paul,0,6032,118.078691
2219919748,657882633,2012-08-28T00:00:00.001Z,Victor Pvt Ltd,hetauda,medium,4.2,Weddings,Robert,1,4418,78.291018
2998372996,208532117,2012-10-30T00:00:00.001Z,Andrew Pvt Ltd,lalitpur,high,4.1,Private Parties,Victor,1,2598,43.349855
920467258,1733069841,2012-10-28T00:00:00.001Z,Tina Pvt Ltd,bara,medium,3.5,Corporate Events,Andrew,0,3769,61.196071
3555202073,3029409500,2012-11-09T00:00:00.001Z,Robert Pvt Ltd,japan,low,4,Weddings,Tina,1,2317,62.169881
1145166049,2509951454,2013-07-08T02:00:00.000Z,William Pvt Ltd,india,high,4.5,Weddings,Robert,0,4794,56.523205
895832538,4185863978,2012-08-31T00:00:00.001Z,Charles Pvt Ltd,china,low,4,Private Parties,William,0,3299,28.529607
2828937719,941664829,2012-10-27T12:45:00.003Z,Robert Pvt Ltd,galgi,medium,3.5,Corporate Events,Charles,1,2495,75.674458
2165261948,911998654,2012-10-31T00:00:00.001Z,Andre Pvt Ltd,galli,high,3.5,Weddings,Robert,1,1736,51.692953
1081122807,2560826107,2012-10-28T17:00:00.003Z,Ian Pvt Ltd,nepalgung,medium,4,Weddings,Andre,0,4641,125.114374
3161434996,1817277614,2012-08-31T09:00:00.000Z,David Pvt Ltd,sira,low,4.5,Private Parties,Ian,1,2568,65.352913
905503405,3954474781,2012-10-31T00:00:00.001Z,Carlos Pvt Ltd,bardibas,high,3.4,Corporate Events,David,0,6296,66.390712
3028497756,2579961268,2012-11-20T01:00:00.003Z,Gerald Pvt Ltd,mugu,low,3.5,Weddings,Carlos,0,783,22.57178
2243576360,3271102461,2012-10-13T00:00:00.001Z,Ricky Pvt Ltd,jumla,medium,4.2,Weddings,Gerald,1,4903,45.274225
3950286482,415464198,2012-10-31T22:00:00.002Z,Ken Pvt Ltd,humla,high,4.1,Private Parties,Ricky,0,1095,39.744242
2311647821,2597689396,2012-10-26T00:00:00.001Z,Charles Pvt Ltd,mustang,medium,3.5,Corporate Events,Ken,1,2768,85.36908
2038082048,3642324803,2012-11-04T00:00:00.001Z,Charles Pvt Ltd,pokhara,low,4,Weddings,Charles,0,2430,42.741719
679148240,3975206093,2012-10-31T00:00:00.001Z,John Pvt Ltd,nepalgung,high,4.5,Weddings,Charles,1,2629,67.391328
2439597708,708665138,2012-10-04T09:30:00.003Z,Sheila Pvt Ltd,sira,low,4,Private Parties,John,0,4721,139.272042
735593165,1007347480,2012-12-10T00:00:00.001Z,William Pvt Ltd,bardibas,medium,3.5,Corporate Events,Sheila,1,12002,187.322927
2126750158,3137081969,2012-10-08T00:00:00.001Z,James Pvt Ltd,mugu,high,3.5,Weddings,William,0,6870,92.201962
3611263082,1294698325,2012-10-30T00:00:00.001Z,Michael Pvt Ltd,jumla,medium,3,Awards events,James,1,1423,36.167578
963138294,4150140610,2012-08-14T20:00:00.000Z,David Pvt Ltd,humla,low,4.5,Weddings,Michael,0,8776,120.725053
2622371373,3647864012,2012-11-23T13:10:00.003Z,Maya Pvt Ltd,mustang,high,3.4,Private Parties,David,1,2141,32.319043
732997628,3476440521,2012-11-01T16:30:00.002Z,Boris Pvt Ltd,pokhara,low,3.5,Corporate Events,Maya,1,1020,40.748915
4216192606,517514445,2012-10-29T00:00:00.001Z,Fess Pvt Ltd,nepalgung,medium,4.2,Weddings,Boris,1,1387,60.034162
2569196977,781585781,2012-11-13T00:00:00.001Z,Jody Pvt Ltd,sira,high,4.1,Weddings,Fess,1,7458,90.23792
2313587840,1016098580,2012-10-31T00:00:00.001Z,Barbara Pvt Ltd,bardibas,medium,3,Private Parties,Jody,0,1151,27.082182
920600431,1426522332,2012-07-29T19:00:00.000Z,Christopher Pvt Ltd,mugu,low,3.5,Corporate Events,Barbara,0,4858,79.456485
2821117540,725266702,2012-12-01T23:00:00.003Z,Robert Pvt Ltd,jumla,high,4,Weddings,Christopher,0,992,44.640292
3212079634,613687941,2012-10-04T00:30:00.002Z,Scott Pvt Ltd,humla,low,4.5,Weddings,Robert,1,1962,32.852443
4145665238,1098509207,2012-07-11T02:00:00.000Z,Clarence Pvt Ltd,mustang,medium,4,Private Parties,Scott,1,6560,128.655964
754216076,3598071768,2012-10-28T00:00:00.001Z,Anthony Pvt Ltd,pokhara,high,3.5,Corporate Events,Clarence,1,2892,94.199316
1555919109,4252244266,2012-11-12T00:00:00.001Z,Ralph Pvt Ltd,kalikot,medium,3.5,Weddings,Anthony,1,6849,77.300194
524691289,4083498051,2012-11-09T00:00:00.001Z,Richard Pvt Ltd,sunsari,low,4,Weddings,Ralph,0,3118,77.178973
3618436742,711497121,2012-10-02T17:00:00.003Z,Karen Pvt Ltd,Kampot,high,4.5,Private Parties,Richard,1,4496,110.620647
4055349094,1020819241,2012-10-27T00:00:00.001Z,The Powerpuff Girls Pvt Ltd,kathmandu,low,3.4,Corporate Events,Karen,1,4410,243.791743
3657281130,881617516,2012-09-15T17:00:00.003Z,Elfen Pvt Ltd,chitwan,medium,3.5,Weddings,The Powerpuff Girls,1,34,2.418535
3406775761,3832426265,2012-10-31T00:00:00.001Z,Chen Pvt Ltd,birgung,high,4.2,Weddings,Elfen,1,1326,41.796339
1107859556,4185999054,2012-10-08T18:10:00.003Z,Matt Pvt Ltd,chitwan,medium,4.1,Private Parties,Chen,1,5764,72.225265
183285682,1240515743,2012-09-24T00:00:00.001Z,Sharon Pvt Ltd,parsa,low,3.5,Corporate Events,Matt,1,1959,44.041186
2042697619,1999363021,2012-08-27T22:00:00.003Z,John Pvt Ltd,balglung,high,4,Weddings,Sharon,1,2846,130.311355
1769821149,44098316,2012-10-29T00:00:00.001Z,The Lemon Drop Kid Pvt Ltd,hetauda,low,4.5,Weddings,John,0,6135,203.73459
3323980704,1918590410,2012-10-31T00:00:00.001Z,Michael Pvt Ltd,lalitpur,medium,4,Private Parties,The Lemon Drop Kid,1,4570,62.341073
2915353594,1768539776,2012-11-05T17:10:00.003Z,ECW Pvt Ltd,bara,high,3.5,Corporate Events,Michael,1,1474,47.323228
2508555495,4235478695,2012-10-26T00:00:00.001Z,They Pvt Ltd,japan,medium,3.5,Weddings,ECW,0,2491,48.775723
3349548561,3324266513,2012-10-29T00:00:00.001Z,G3 Pvt Ltd,india,low,4,Weddings,They,1,4227,67.263269
1801869689,3686526729,2012-11-01T02:00:00.003Z,Dona Pvt Ltd,china,high,4.5,Private Parties,G3,0,2143,69.405188
2922265580,4120508790,2012-10-04T00:00:00.001Z,Inside Pvt Ltd,galgi,low,3.4,Corporate Events,Dona,0,9742,481.098624
2860184053,3214543653,2012-11-07T18:00:00.003Z,Mostly Pvt Ltd,galli,medium,3.5,Weddings,Inside,1,10867,724.247784
2428635671,813883609,2012-11-06T00:00:00.001Z,The Battle of Algiers Pvt Ltd,nepalgung,high,4.2,Weddings,Mostly,1,13752,167.58371
2636581520,375876914,2012-10-26T00:00:00.001Z,Kenny Pvt Ltd,sira,medium,4.1,Private Parties,The Battle of Algiers,0,143,9.476999
2305935776,1065410499,2012-10-29T00:00:00.001Z,Sam Pvt Ltd,bardibas,low,3.5,Corporate Events,Kenny,1,8297,108.849621
1660818988,1900245709,2012-07-11T02:00:00.000Z,Lawrence Pvt Ltd,mugu,high,4,Weddings,Sam,0,3428,6.909942
3563682200,2939696577,2012-11-14T00:00:00.001Z,Sara Pvt Ltd,jumla,low,4.5,Awards events,Lawrence,0,3292,60.269279
4088563716,934253914,2012-10-21T00:00:00.001Z,Tracy Pvt Ltd,humla,medium,4,Weddings,Sara,1,5181,3.195174
2863236195,1733069841,2012-11-06T00:00:00.001Z,Shirley Pvt Ltd,mustang,high,3.5,Private Parties,Tracy,0,3984,127.284427
3488564904,1905079423,2012-10-31T00:00:00.001Z,Olivia Pvt Ltd,pokhara,medium,3.5,Corporate Events,Shirley,1,1470,35.580815
2129139974,2746451489,2012-10-25T00:00:00.002Z,Steven Pvt Ltd,nepalgung,low,3,Weddings,Olivia,0,583,21.133748
3684195312,2305902318,2012-10-27T00:00:00.001Z,Maggie Pvt Ltd,sira,high,4.5,Weddings,Steven,1,1725,56.268916
3213836603,1055441237,2012-10-31T00:00:00.001Z,Sam Pvt Ltd,bardibas,low,3.4,Private Parties,Maggie,0,2278,42.986467
3933213847,3344985936,2012-11-12T00:00:00.001Z,Nora Pvt Ltd,mugu,medium,3.5,Corporate Events,Sam,1,2268,63.148529
3446902030,641912619,2012-11-29T12:00:00.003Z,Douglas Pvt Ltd,jumla,high,4.2,Weddings,Nora,0,3631,202.042635
4106103231,3053278014,2012-10-30T06:30:00.003Z,Benjamin Pvt Ltd,humla,medium,4.1,Weddings,Douglas,1,1514,49.661984
3472605389,1434745018,2012-10-21T00:00:00.001Z,Victoria Pvt Ltd,mustang,low,3,Private Parties,Benjamin,0,1791,34.20669
4246557753,3026659950,2012-11-07T11:50:00.003Z,Bruce Pvt Ltd,pokhara,high,3.5,Corporate Events,Victoria,1,4040,25.468493
3602808603,1018564374,2012-10-05T00:00:00.001Z,Dominion Tank Police Pvt Ltd,nepalgung,low,4,Weddings,Bruce,1,927,39.019229
119933342,1388567623,2012-11-01T10:00:00.002Z,Peter Pvt Ltd,sira,medium,4.5,Weddings,Dominion Tank Police,1,5494,78.144395
1711893150,3076890398,2012-10-28T00:00:00.001Z,Pedro Pvt Ltd,bardibas,high,4,Private Parties,Peter,1,5608,101.250416
2828744482,4235478695,2012-08-30T00:00:00.001Z,Melanie Pvt Ltd,mugu,medium,3.5,Corporate Events,Pedro,0,2961,56.758411
1627031750,657882633,2012-10-01T00:00:00.001Z,John Pvt Ltd,jumla,low,3.5,Weddings,Melanie,0,4853,70.867401
3256763267,208532117,2012-10-24T00:00:00.001Z,Travel the World by Train Pvt Ltd,humla,high,4,Weddings,John,0,3624,53.905592
545994124,1733069841,2012-11-30T00:00:00.001Z,Daniel Pvt Ltd,mustang,low,4.5,Private Parties,Travel the World by Train,1,4369,65.677399
1162247222,3029409500,2012-09-29T00:00:00.001Z,Beyonce Pvt Ltd,pokhara,medium,3.4,Corporate Events,Daniel,1,7359,115.040024
2105535604,2509951454,2012-11-28T21:00:00.003Z,Cube Pvt Ltd,kalikot,high,3.5,Weddings,Beyonce,1,1810,44.141021
2682191451,4185863978,2012-11-20T00:00:00.001Z,Chain of Fools Pvt Ltd,sunsari,medium,4.2,Weddings,Cube,1,1971,81.781591
1649886205,941664829,2012-12-09T14:00:00.003Z,Cold Blooded Pvt Ltd,Kampot,low,4.1,Private Parties,Chain of Fools,0,4021,5.954334
2455742965,911998654,2012-10-30T00:00:00.001Z,Nighthawks Pvt Ltd,kathmandu,high,3.5,Corporate Events,Cold Blooded,1,3096,73.313918
4174222591,2560826107,2012-08-30T00:00:00.001Z,Vampire Effect Pvt Ltd,chitwan,low,4,Weddings,Nighthawks,1,5295,165.125366
119750609,1817277614,2012-11-15T00:00:00.001Z,Fatal Beauty Pvt Ltd,birgung,medium,4.5,Weddings,Vampire Effect,1,3443,70.78591
2158886392,3954474781,2012-10-05T00:00:00.001Z,Mr. Vampire Pvt Ltd,chitwan,high,4,Private Parties,Fatal Beauty,1,4755,99.499595
2054163586,2579961268,2012-07-03T11:00:00.000Z,Darkwolf Pvt Ltd,parsa,medium,3.5,Corporate Events,Mr. Vampire,1,9427,434.278564
2575352938,3271102461,2012-10-30T00:00:00.001Z,Drowning on Dry Land Pvt Ltd,balglung,low,3.5,Weddings,Darkwolf,1,2129,67.447636
46300535,415464198,2012-10-29T00:00:00.001Z,Arachnid Pvt Ltd,hetauda,high,4,Weddings,Drowning on Dry Land,1,6525,86.493424
3759330615,2597689396,2012-10-09T00:00:00.001Z,Lucio Fulci Pvt Ltd,lalitpur,low,4.5,Private Parties,Arachnid,0,1750,41.845878
30650936,3642324803,2012-10-05T00:00:00.001Z,Viva La Bam Pvt Ltd,bara,medium,3.4,Corporate Events,Lucio Fulci,1,510,26.710398
18463055,3975206093,2012-09-27T00:00:00.001Z,Spirit Lost Pvt Ltd,japan,high,3.5,Weddings,Viva La Bam,1,1431,44.927635
2071837302,708665138,2012-10-31T00:00:00.001Z,GTO: Great Teacher Onizuka Pvt Ltd,india,medium,4.2,Awards events,Spirit Lost,0,2320,50.306728
3900421971,1007347480,2012-07-10T13:00:00.000Z,Cat and the Canary Pvt Ltd,china,low,4.1,Weddings,GTO: Great Teacher Onizuka,1,3224,114.522237
1810747729,3137081969,2012-11-22T15:00:00.003Z,Naked Lies Pvt Ltd,galgi,high,3.5,Private Parties,Cat and the Canary,0,549,21.214571
3392552803,1294698325,2012-10-30T00:00:00.001Z,Star Trek: Voyager Pvt Ltd,galli,low,4,Corporate Events,Naked Lies,0,1171,29.332905
1769487166,4150140610,2012-10-30T00:00:00.001Z,Allergies: A Natural Approach Pvt Ltd,nepalgung,medium,4.5,Weddings,Star Trek: Voyager,1,1880,51.247321
3162166853,3647864012,2012-10-13T01:20:00.003Z,Lost in the Wild Pvt Ltd,sira,high,4,Weddings,Allergies: A Natural Approach,1,1151,33.769336
536059045,3476440521,2012-09-28T00:00:00.001Z,Goddess of Mercy Pvt Ltd,bardibas,medium,3.5,Private Parties,Lost in the Wild,0,2028,63.079003
3507025494,517514445,2012-08-09T02:00:00.000Z,The Tricky Master Pvt Ltd,mugu,low,3.5,Corporate Events,Goddess of Mercy,1,1891,39.004588
3123670463,781585781,2012-10-29T07:00:00.003Z,The Game Pvt Ltd,jumla,high,3,Weddings,The Tricky Master,0,199,12.362599
3884118877,1016098580,2012-08-31T00:00:00.001Z,Deepak Chopra Pvt Ltd,humla,low,4.5,Weddings,The Game,0,874,22.550135
2892367012,1426522332,2012-10-04T00:00:00.001Z,Get Out Your Handkerchiefs Pvt Ltd,mustang,medium,3.4,Private Parties,Deepak Chopra,1,954,48.03528
1991264807,725266702,2012-10-31T00:00:00.001Z,Cannibal Women in the Avocado Jungle of Death Pvt Ltd,pokhara,high,3.5,Corporate Events,Get Out Your Handkerchiefs,0,843,38.73494
2658555390,613687941,2012-11-28T00:00:00.001Z,Where Sleeping Dogs Lie Pvt Ltd,nepalgung,medium,4.2,Weddings,Cannibal Women in the Avocado Jungle of Death,1,2759,66.803149
666088517,1098509207,2012-11-04T00:00:00.001Z,Sweet November Pvt Ltd,sira,low,4.1,Weddings,Where Sleeping Dogs Lie,0,1808,44.989192
3124812840,3598071768,2012-10-26T00:00:00.002Z,The Edward R. Murrow Collection Pvt Ltd,bardibas,high,3,Private Parties,Sweet November,1,1092,54.159392
2191612778,4252244266,2012-11-12T00:00:00.001Z,Firetrap Pvt Ltd,mugu,low,3.5,Corporate Events,The Edward R. Murrow Collection,0,2142,66.21806
2863707763,4083498051,2012-10-26T00:00:00.001Z,Sleepover Nightmare Pvt Ltd,jumla,medium,4,Weddings,Firetrap,1,2482,58.485967
1830089924,711497121,2012-08-08T04:30:00.000Z,A Little Princess Pvt Ltd,humla,high,4.5,Weddings,Sleepover Nightmare,0,3114,91.332849
1885776015,1020819241,2012-08-31T00:00:00.001Z,MTV Yoga Pvt Ltd,mustang,medium,4,Private Parties,A Little Princess,1,841,35.601665
1819075340,881617516,2012-11-04T00:00:00.001Z,Demon Warrior Koji Pvt Ltd,pokhara,low,3.5,Corporate Events,MTV Yoga,0,1603,56.747978
1629566665,3832426265,2012-09-19T00:00:00.001Z,The Strongest Man in the World Pvt Ltd,nepalgung,high,3.5,Weddings,Demon Warrior Koji,1,3972,77.77477
4193497268,4185999054,2012-10-15T00:00:00.001Z,Husbands and Wives Pvt Ltd,sira,low,4,Weddings,The Strongest Man in the World,1,1922,61.788035
1343362100,1240515743,2012-10-16T01:00:00.003Z,Laird: White Knuckle Extreme Pvt Ltd,bardibas,medium,4.5,Private Parties,Husbands and Wives,1,627,25.159168
3580637647,1999363021,2012-10-22T10:00:00.003Z,A Killer Within Pvt Ltd,mugu,high,3.4,Corporate Events,Laird: White Knuckle Extreme,1,1895,52.341226
332209679,44098316,2012-10-30T00:00:00.001Z,Gentlemen of Fortune Pvt Ltd,jumla,medium,3.5,Weddings,A Killer Within,0,1921,101.599427
1599219405,1918590410,2012-10-08T02:00:00.003Z,Gormenghast Pvt Ltd,humla,low,4.2,Weddings,Gentlemen of Fortune,0,4518,73.616808
4215686475,1768539776,2012-11-04T00:00:00.001Z,Ninotchka Pvt Ltd,mustang,high,4.1,Private Parties,Gormenghast,0,5265,82.502566
2285108120,4235478695,2012-10-30T00:00:00.001Z,John Cleese on How to Irritate People Pvt Ltd,pokhara,low,3.5,Corporate Events,Ninotchka,1,3106,100.21391
3757350352,3324266513,2012-09-30T17:00:00.003Z,MTV: Making the Band 2 Pvt Ltd,kalikot,medium,4,Weddings,John Cleese on How to Irritate People,1,1277,56.257249
1366554501,3686526729,2012-08-03T03:00:00.000Z,One Last Dance Pvt Ltd,sunsari,high,4.5,Weddings,MTV: Making the Band 2,1,331,17.88953
4285155515,4120508790,2012-10-27T00:00:00.001Z,Richard Pryor: Live on the Sunset Strip Pvt Ltd,Kampot,medium,4,Private Parties,One Last Dance,1,2811,64.798873
2422810156,3214543653,2012-12-13T11:30:00.002Z,Fame Pvt Ltd,kathmandu,low,3.5,Corporate Events,Richard Pryor: Live on the Sunset Strip,0,767,24.855701
218126976,813883609,2012-10-29T00:00:00.001Z,The Chorus Pvt Ltd,chitwan,high,3.5,Weddings,Fame,1,1533,34.981698
2885716123,375876914,2012-12-14T00:00:00.001Z,Smokey and the Bandit Pvt Ltd,birgung,low,4,Awards events,The Chorus,1,3025,59.325589
472699259,1065410499,2012-11-11T14:00:00.003Z,Cartoon Network Halloween: 9 Creepy Cartoon Capers Pvt Ltd,chitwan,medium,4.5,Weddings,Smokey and the Bandit,1,434,21.605568
1095858231,1900245709,2012-11-09T00:00:00.001Z,Tomorrow Pvt Ltd,parsa,high,3.4,Private Parties,Cartoon Network Halloween: 9 Creepy Cartoon Capers,1,433,26.074908
1455527953,2939696577,2012-10-30T00:00:00.001Z,Funny Face Pvt Ltd,balglung,medium,3.5,Corporate Events,Tomorrow,1,7047,74.506246
546889678,934253914,2012-10-31T00:00:00.001Z,Jack Pvt Ltd,hetauda,low,4.2,Weddings,Funny Face,1,862,39.604363
1364538695,1733069841,2012-10-05T00:00:00.001Z,The Devil's Brigade Pvt Ltd,lalitpur,high,4.1,Weddings,Jack,1,790,36.973031
4163453351,1905079423,2012-11-10T00:00:00.001Z,Adam-12 Pvt Ltd,bara,low,3.5,Private Parties,The Devil's Brigade,0,2553,99.687084
3703612480,2746451489,2012-11-05T00:00:00.001Z,Reservoir Dogs Pvt Ltd,japan,medium,4,Corporate Events,Adam-12,1,373,17.7735
3716036142,2305902318,2012-08-31T00:00:00.001Z,The History Channel Presents: Troy Pvt Ltd,india,high,4.5,Weddings,Reservoir Dogs,1,3021,62.898336
590379964,1055441237,2012-10-24T00:00:00.001Z,Pressure Pvt Ltd,china,medium,4,Weddings,The History Channel Presents: Troy,0,1000,44.19092
1670529571,3344985936,2012-11-20T21:00:00.002Z,Regular Guys Pvt Ltd,galgi,low,3.5,Private Parties,Pressure,1,6396,100.635882
1553171836,641912619,2012-09-25T00:00:00.001Z,Bollywood Bound Pvt Ltd,galli,high,3.5,Corporate Events,Regular Guys,0,1074,44.765377
1924180022,3053278014,2012-11-11T20:00:00.003Z,Scratch Pvt Ltd,nepalgung,low,3,Weddings,Bollywood Bound,0,2051,29.91353
570436992,1434745018,2012-11-14T00:00:00.001Z,The Last Shot Pvt Ltd,sira,medium,4.5,Weddings,Scratch,1,1346,84.366984
2789589094,3026659950,2012-10-19T00:00:00.001Z,Moby Pvt Ltd,bardibas,high,3.4,Private Parties,The Last Shot,1,2888,45.381501
2005050320,1018564374,2012-11-08T00:00:00.001Z,IFilm: Deranged Pvt Ltd,mugu,high,3.5,Corporate Events,Moby,0,3145,84.689648
3088405938,1388567623,2012-09-24T00:00:00.001Z,Billy Blanks: Tae Bo: Cardio Circuit 1 Pvt Ltd,jumla,medium,4.2,Weddings,IFilm: Deranged,1,5880,120.09361
620931168,3076890398,2012-10-03T21:00:00.003Z,Missing in Action Pvt Ltd,humla,low,4.1,Weddings,Billy Blanks: Tae Bo: Cardio Circuit 1,0,6495,76.310119
3384785057,4235478695,2012-10-31T00:00:00.001Z,Panic in the Streets Pvt Ltd,mustang,high,3,Private Parties,Missing in Action,0,1519,63.473086
2409076523,657882633,2012-10-31T00:00:00.001Z,Death to Smoochy Pvt Ltd,pokhara,low,3.5,Corporate Events,Panic in the Streets,1,2322,48.572726
2305488974,208532117,2012-08-31T00:00:00.001Z,Dead Birds Pvt Ltd,nepalgung,medium,4,Weddings,Death to Smoochy,0,1564,38.068736
937369584,1733069841,2012-09-03T00:00:00.001Z,Airplane II: The Sequel Pvt Ltd,sira,high,4.5,Weddings,Dead Birds,1,451,20.678787
1012343640,3029409500,2012-11-23T00:00:00.002Z,Blood and Sand Pvt Ltd,bardibas,medium,4,Private Parties,Airplane II: The Sequel,0,2093,48.829437
1194159142,2509951454,2012-10-29T00:00:00.001Z,X2: X-Men United Pvt Ltd,mugu,low,3.5,Corporate Events,Blood and Sand,1,2350,46.115758
